osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
pochodzić-2;2348;pochodzić-4(cst) wywodzić_się-2(cst) wyrastać-7(sp) sięgać_korzeniami-1(cst);0
pan-92;6709;pan-2(os) mężczyzna-1(os);0
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
metr-1;1635;metr-1(il) m-1(il);1
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
ręka-12;6701;ręka-1(czc);0
znajdować-4;4404;znajdować-3(cpos) odnajdować-1(zmn) odszukiwać-1(cpos) odnajdywać-1(zmn) znajdywać-2(sp);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
posiadać-2;8913;być_w_posiadaniu-1(cpos) posiadać-2(cpos) mieć-3(cpos);1
czas-3;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);1
zawód-3;6558;zawody-2(zdarz);0
grupa-1;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
wynosić-4;3976;wynosić-4(sp) wywyższać-1(cpor);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
działać-2;13609;działo-1(wytw);0
tworzyć-3;43392;płodzić-1(cwyt) kreować-1(cumy) tworzyć-1(cumy);0
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
posiadać-4;8913;być_w_posiadaniu-1(cpos) posiadać-2(cpos) mieć-3(cpos);0
sztuka-1;7314;inscenizacja-1(zdarz) sztuka-4(zdarz) przedstawienie-7(wytw) spektakl-1(zdarz) widowisko-1(zdarz);0
znajdować-34;55146;znajdować-1(cpos) znajdywać-1(sp);0
powstać-1;2537;utworzyć_się-1(zmn) powstać-1(zmn);1
metr-6;1635;metr-1(il) m-1(il);0
linia-10;52795;linia-19(zwz) linie-1(zwz);0
grupa-1;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
grupa-1;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
czas-3;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);1
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
zasada-4;45692;mechanizm-1(umy) klucz-7(umy) system-6(umy) zasada-1(umy) filozofia-3(umy);0
kobieta-1;129;pani-2(os) kobieta-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
działanie-3;30480;operacja-4(zwz) działania-1(zwz);0
znajdować-33;55146;znajdować-1(cpos) znajdywać-1(sp);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
grupa-2;7653;zespół-2(grp) zespół_ludzi-1(grp) grupa-2(grp);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
działanie-3;30480;operacja-4(zwz) działania-1(zwz);0
lek-1;7227;lek-1(wytw) specyfik-1(wytw) medykament-1(wytw) lekarstwo-1(wytw) remedium-1(por);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
czas-3;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);1
znaleźć-33;66044;znaleźć-2(cpos) odszukać-1(cpos) odnaleźć-1(zmn);0
działanie-1;30480;operacja-4(zwz) działania-1(zwz);0
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
pan-11;6257;nauczyciel-1(os) pedagog-2(os) pan-3(os);0
zespół-4;7649;zespół_urządzeń-1(grp) blok-6(grp) zespół-5(wytw);0
działanie-1;30480;operacja-4(zwz) działania-1(zwz);0
zespół-4;7649;zespół_urządzeń-1(grp) blok-6(grp) zespół-5(wytw);0
działanie-1;30480;operacja-4(zwz) działania-1(zwz);0
linia-10;4975;postać-1(ksz) budowa-5(ksz) postura-1(ksz) kształty-1(ksz) sylweta-1(ksz) linia-10(ksz) budowa_ciała-1(ksz) sylwetka-4(ksz) figura-3(ksz);1
linia-10;4975;postać-1(ksz) budowa-5(ksz) postura-1(ksz) kształty-1(ksz) sylweta-1(ksz) linia-10(ksz) budowa_ciała-1(ksz) sylwetka-4(ksz) figura-3(ksz);1
metr-1;1635;metr-1(il) m-1(il);1
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
dzień-3;6098;dzień-1(czas);0
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
czas-6;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
pochodzić-1;2348;pochodzić-4(cst) wywodzić_się-2(cst) wyrastać-7(sp) sięgać_korzeniami-1(cst);0
powstać-1;2537;utworzyć_się-1(zmn) powstać-1(zmn);1
oznaczać-3;3327;zaświadczać-2(cst) wskazywać-2(cst) pokazywać-6(cst) dowodzić-2(cst) znaczyć-3(cpor) świadczyć-1(cst) oznaczać-5(cst);0
rola-4;5494;rola-2(cel) funkcja-2(cel);0
oko-18;6730;oko-1(czc);0
czas-1;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
tworzyć-1;43392;płodzić-1(cwyt) kreować-1(cumy) tworzyć-1(cumy);1
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
pytanie-1;1477;problem-2(umy) pytanie-4(umy) kwestia-2(umy) zagwozdka-1(umy) zagadnienie-1(umy) punkt-3(umy) twardy_orzech_do_zgryzienia-1(por);0
oznaczać-3;53159;zaznaczać-2(cpor) oznaczać-4(cpor);0
pytanie-1;2818;pytanie-5(por);0
czas-4;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
znaczyć-1;4403;oznaczać-1(cpor) naznaczać-2(cpor) znaczyć-2(cpor) wyznaczać-2(cpor);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
znaczyć-1;4403;oznaczać-1(cpor) naznaczać-2(cpor) znaczyć-2(cpor) wyznaczać-2(cpor);0
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
chodzić-13;54227;iść-9(ruch) funkcjonować-1(cst) chodzić-4(ruch) pracować-3(cst) być_na_chodzie-1(cst) działać-3(ruch);0
m-93;299;egzystować-1(cst) istnieć-1(cst) być-4(cst) to-2(cst);0
znaleźć-7;66044;znaleźć-2(cpos) odszukać-1(cpos) odnaleźć-1(zmn);0
pytanie-2;2818;pytanie-5(por);0
pisać-2;90178;pisanie-3(czy);0
pisać-2;10064;pisać-3(cwyt);0
pisać-2;90178;pisanie-3(czy);0
m-93;299;egzystować-1(cst) istnieć-1(cst) być-4(cst) to-2(cst);0
pisać-2;10064;pisać-3(cwyt);0
sztuka-1;19514;sztuka-1(cech);1
pochodzić-1;2348;pochodzić-4(cst) wywodzić_się-2(cst) wyrastać-7(sp) sięgać_korzeniami-1(cst);0
znaczyć-93;4403;oznaczać-1(cpor) naznaczać-2(cpor) znaczyć-2(cpor) wyznaczać-2(cpor);0
prosić-2;51255;walczyć-7(cpor) stawać_w_obronie-1(cpor) ujmować_się-1(cpor) prosić-10(cpor) bronić-5(cpor) wstawiać_się-1(cpor);0
mówić-4;1702;mówić-2(cpor);0
m-93;299;egzystować-1(cst) istnieć-1(cst) być-4(cst) to-2(cst);0
pisać-2;10064;pisać-3(cwyt);0
m-93;299;egzystować-1(cst) istnieć-1(cst) być-4(cst) to-2(cst);0
pan-6;6709;pan-2(os) mężczyzna-1(os);0
myśleć-91;2869;myśl-3(umy);0
posiadać-4;8913;być_w_posiadaniu-1(cpos) posiadać-2(cpos) mieć-3(cpos);0
prowadzić-5;2631;wieść-6(ruch) prowadzić-10(ruch);0
działanie-3;30480;operacja-4(zwz) działania-1(zwz);0
prosić-2;2623;prosić-1(cpor) zwracać_się_z_prośbą-1(cpor);0
pan-11;42619;pan-4(por);0
pytanie-1;1477;problem-2(umy) pytanie-4(umy) kwestia-2(umy) zagwozdka-1(umy) zagadnienie-1(umy) punkt-3(umy) twardy_orzech_do_zgryzienia-1(por);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
zbiór-1;4307;zbiór-4(wytw);0
pytanie-1;1477;problem-2(umy) pytanie-4(umy) kwestia-2(umy) zagwozdka-1(umy) zagadnienie-1(umy) punkt-3(umy) twardy_orzech_do_zgryzienia-1(por);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
dzień-2;50931;dni-1(czas);0
pytanie-2;1477;problem-2(umy) pytanie-4(umy) kwestia-2(umy) zagwozdka-1(umy) zagadnienie-1(umy) punkt-3(umy) twardy_orzech_do_zgryzienia-1(por);0
prowadzić-8;224936;prowadzić-15(dtk);0
czas-11;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
posiadać-1;59906;posiadać-1(cst) odznaczać_się-1(cst) cechować_się-1(cst) nosić-2(cst) charakteryzować_się-1(cst) mieć-1(cst);1
zasada-2;45692;mechanizm-1(umy) klucz-7(umy) system-6(umy) zasada-1(umy) filozofia-3(umy);0
zasada-4;45692;mechanizm-1(umy) klucz-7(umy) system-6(umy) zasada-1(umy) filozofia-3(umy);0
oznaczać-3;53159;zaznaczać-2(cpor) oznaczać-4(cpor);0
zbiór-1;7721;zbiór-2(wytw) kolekcja-1(grp) zbiory-2(wytw);0
działanie-4;87999;działanie-2(czy) operowanie-1(czy);0
posiadać-2;59906;posiadać-1(cst) odznaczać_się-1(cst) cechować_się-1(cst) nosić-2(cst) charakteryzować_się-1(cst) mieć-1(cst);0
linia-17;4753;linia-4(ksz);0
dać-32;9023;dać-4(cpos);0
pisać-2;10064;pisać-3(cwyt);0
czas-2;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
tworzyć-1;88779;kreacja-2(czy) kreowanie-1(czy) płodzenie-1(czy) tworzenie-1(czy);0
pisać-2;10064;pisać-3(cwyt);0
myśleć-1;57167;pamiętać-2(cumy) troszczyć_się-1(cczuj) interesować_się-1(cumy) dbać-1(cumy) myśleć-2(sp);0
znaleźć-4;66044;znaleźć-2(cpos) odszukać-1(cpos) odnaleźć-1(zmn);0
czas-2;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
czas-2;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
tworzyć-1;43392;płodzić-1(cwyt) kreować-1(cumy) tworzyć-1(cumy);1
widzieć-1;3779;widzieć-5(pst);0
mówić-9;1702;mówić-2(cpor);0
grupa-2;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
znaleźć-4;42731;podrzutek-1(os) znajda-1(os);0
znaleźć-32;42731;podrzutek-1(os) znajda-1(os);0
pociąg-1;7294;kolej-2(wytw) pociąg-1(wytw);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
metr-6;1635;metr-1(il) m-1(il);0
ręka-10;6701;ręka-1(czc);0
pociąg-1;7294;kolej-2(wytw) pociąg-1(wytw);1
mówić-9;2942;rozmawiać-1(cpor) dialogować-1(cpor) mówić-4(cpor);0
myśleć-1;57167;pamiętać-2(cumy) troszczyć_się-1(cczuj) interesować_się-1(cumy) dbać-1(cumy) myśleć-2(sp);0
oko-2;6730;oko-1(czc);0
zamek-1;43594;zamek-4(wytw);0
zamek-1;43594;zamek-4(wytw);0
myśleć-2;57167;pamiętać-2(cumy) troszczyć_się-1(cczuj) interesować_się-1(cumy) dbać-1(cumy) myśleć-2(sp);1
widzieć-1;3513;spotkać-3(sp) napotkać-1(sp) widzieć-10(pst);0
spotkać-30;3513;spotkać-3(sp) napotkać-1(sp) widzieć-10(pst);0
metr-1;1635;metr-1(il) m-1(il);1
chwila-1;366;moment-2(czas) minuta-1(czas) sekunda-1(czas) minutka-1(czas) sekundka-1(czas) chwilka-1(czas) chwileczka-1(czas) ułamek_sekundy-1(czas) okamgnienie-1(czas) mgnienie-1(czas) chwila-1(czas) momencik-1(czas);1
dać-30;51576;dać-13(wal) zadać_raz-1(wal) zadać_cios-2(wal) wymierzyć-3(dtk) uderzyć-2(wal) dać_łupnia-1(dtk);0
dać-30;51576;dać-13(wal) zadać_raz-1(wal) zadać_cios-2(wal) wymierzyć-3(dtk) uderzyć-2(wal) dać_łupnia-1(dtk);0
dać-30;51576;dać-13(wal) zadać_raz-1(wal) zadać_cios-2(wal) wymierzyć-3(dtk) uderzyć-2(wal) dać_łupnia-1(dtk);0
zasada-3;45692;mechanizm-1(umy) klucz-7(umy) system-6(umy) zasada-1(umy) filozofia-3(umy);0
związać-30;4445;związać-9(dtk);0
język-2;6918;język-1(por) system_językowy-1(por);0
dzień-2;50931;dni-1(czas);0
chwila-2;366;moment-2(czas) minuta-1(czas) sekunda-1(czas) minutka-1(czas) sekundka-1(czas) chwilka-1(czas) chwileczka-1(czas) ułamek_sekundy-1(czas) okamgnienie-1(czas) mgnienie-1(czas) chwila-1(czas) momencik-1(czas);0
prosić-1;2623;prosić-1(cpor) zwracać_się_z_prośbą-1(cpor);1
pytanie-1;1477;problem-2(umy) pytanie-4(umy) kwestia-2(umy) zagwozdka-1(umy) zagadnienie-1(umy) punkt-3(umy) twardy_orzech_do_zgryzienia-1(por);0
kobieta-1;129;pani-2(os) kobieta-1(os);1
forma-2;2607;forma-10(ksz) kształt-1(ksz);0
kobieta-1;129;pani-2(os) kobieta-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
prosić-2;2623;prosić-1(cpor) zwracać_się_z_prośbą-1(cpor);0
obrona-2;51261;obrona-7(por);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
obrona-2;51261;obrona-7(por);0
grupa-2;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
grupa-2;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
grupa-2;7702;ludzie-1(grp) grupa_ludzi-1(grp) grupa-5(grp);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
dzień-2;6098;dzień-1(czas);0
znajdować-32;55146;znajdować-1(cpos) znajdywać-1(sp);0
mówić-2;2942;rozmawiać-1(cpor) dialogować-1(cpor) mówić-4(cpor);0
prowadzić-8;2631;wieść-6(ruch) prowadzić-10(ruch);0
spotkać-1;59141;spotkać-1(sp);1
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
mówić-2;2942;rozmawiać-1(cpor) dialogować-1(cpor) mówić-4(cpor);0
chodzić-1;60382;chodzić-3(sp);0
mówić-2;2942;rozmawiać-1(cpor) dialogować-1(cpor) mówić-4(cpor);0
zespół-2;7710;zespół_muzyczny-1(grp) zespół-6(grp);0
powiedzieć-2;2527;rzec-1(cpor) powiedzieć-1(cpor);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
zmiana-2;51979;transformacja-2(zdarz) przekształcanie-2(zdarz) przeobrażenie-2(zdarz) przekształcenie-2(zdarz) metamorfoza-1(zdarz) zmiana-2(zdarz) przemiana-1(zdarz) zamiana-1(zdarz);1
oznaczać-3;53159;zaznaczać-2(cpor) oznaczać-4(cpor);0
dzień-3;50931;dni-1(czas);0
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
zawód-3;6558;zawody-2(zdarz);0
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
szkoła-1;4766;buda-3(msc) szkoła-1(msc);1
dzień-3;50931;dni-1(czas);0
forma-2;2607;forma-10(ksz) kształt-1(ksz);0
zawód-3;6558;zawody-2(zdarz);0
zawód-3;6558;zawody-2(zdarz);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
otrzymywać-5;58074;otrzymywać-1(sp);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
zawód-3;6558;zawody-2(zdarz);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
wynosić-4;3976;wynosić-4(sp) wywyższać-1(cpor);1
metr-1;1635;metr-1(il) m-1(il);1
obrona-8;51261;obrona-7(por);0
piłka-2;51748;piłka-4(zdarz);0
policja-2;2427;policja-2(zwz);1
dzień-2;50931;dni-1(czas);0
dać-6;9023;dać-4(cpos);0
dzień-2;50931;dni-1(czas);0
policja-2;2427;policja-2(zwz);1
wynosić-4;3976;wynosić-4(sp) wywyższać-1(cpor);1
rola-4;5494;rola-2(cel) funkcja-2(cel);0
ręka-12;65383;dłoń-1(czc) ręka-3(czc);0
czas-11;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
ręka-12;65383;dłoń-1(czc) ręka-3(czc);0
klasa-6;5748;grupa-7(cech) kategoria-1(cech) klasa-1(cech);0
ręka-2;65383;dłoń-1(czc) ręka-3(czc);0
dzień-1;50931;dni-1(czas);0
powstać-1;96795;powstanie-1(zdarz) utworzenie_się-1(zdarz);0
dać-6;9023;dać-4(cpos);0
dzień-93;6098;dzień-1(czas);0
mówić-9;59602;wypowiadać-1(cpor) mówić-5(cpor);0
oznaczać-2;3327;zaświadczać-2(cst) wskazywać-2(cst) pokazywać-6(cst) dowodzić-2(cst) znaczyć-3(cpor) świadczyć-1(cst) oznaczać-5(cst);0
mówić-2;59602;wypowiadać-1(cpor) mówić-5(cpor);0
zbiór-1;1282;grupa-4(grp) zbiór-1(grp);1
forma-2;33071;kształt-4(cech) forma-8(cech) postać-3(cech);0
mówić-2;59602;wypowiadać-1(cpor) mówić-5(cpor);0
forma-2;33071;kształt-4(cech) forma-8(cech) postać-3(cech);0
posiadać-2;8913;być_w_posiadaniu-1(cpos) posiadać-2(cpos) mieć-3(cpos);1
powstać-2;2537;utworzyć_się-1(zmn) powstać-1(zmn);0
zespół-3;7710;zespół_muzyczny-1(grp) zespół-6(grp);0
forma-2;33071;kształt-4(cech) forma-8(cech) postać-3(cech);0
dzień-2;50931;dni-1(czas);0
powstać-1;96795;powstanie-1(zdarz) utworzenie_się-1(zdarz);0
pochodzić-1;5069;proweniencja-1(st) korzenie-1(st) pochodzenie-5(st) metryka-2(st);0
czas-11;458;era-2(czas) czasy-1(czas) okres-4(czas) czas-6(czas) epoka-1(czas);0
zasada-2;45692;mechanizm-1(umy) klucz-7(umy) system-6(umy) zasada-1(umy) filozofia-3(umy);0
zbiór-6;7718;zbiór-3(umy) mnogość-2(rz);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
wynosić-1;3976;wynosić-4(sp) wywyższać-1(cpor);0
powód-2;1700;motyw-4(umy) pobudka-1(umy) przyczyna-1(umy) źródło-1(umy) racja-5(umy) powód-1(umy);0
głowa-1;1036;głowa-5(os) przełożony-1(os) szef-1(os) zwierzchnik-1(os);0
położyć-1;2114;położyć-1(ruch);1
głowa-1;1036;głowa-5(os) przełożony-1(os) szef-1(os) zwierzchnik-1(os);0
znajdować-32;55145;znajdować-4(dtk) znajdywać-3(sp);0
czas-3;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);1
znajdować-2;55145;znajdować-4(dtk) znajdywać-3(sp);0
zmiana-1;52008;zmiana-4(zj) twór_chorobowy-1(zj);0
mówić-2;1702;mówić-2(cpor);1
wynosić-1;3976;wynosić-4(sp) wywyższać-1(cpor);0
pan-2;6709;pan-2(os) mężczyzna-1(os);1
czas-4;50721;czas-3(czas) pora-1(czas) moment-1(czas) period-1(czas) okres-1(czas);0
dzień-3;6098;dzień-1(czas);0
ręka-2;65383;dłoń-1(czc) ręka-3(czc);0
widzieć-1;247145;widzący-1(os);0
dać-1;57744;dać-10(zmn);0
dać-1;57744;dać-10(zmn);0
pan-7;6709;pan-2(os) mężczyzna-1(os);0
prosić-1;51255;walczyć-7(cpor) stawać_w_obronie-1(cpor) ujmować_się-1(cpor) prosić-10(cpor) bronić-5(cpor) wstawiać_się-1(cpor);0
przyjąć-11;2752;przyjąć-7(sp);0
prosić-1;51255;walczyć-7(cpor) stawać_w_obronie-1(cpor) ujmować_się-1(cpor) prosić-10(cpor) bronić-5(cpor) wstawiać_się-1(cpor);0
widzieć-1;3779;widzieć-5(pst);0
pan-7;4098;pan-1(os) hierarcha-2(os) panujący-1(os) władca-1(os);0
pan-7;4098;pan-1(os) hierarcha-2(os) panujący-1(os) władca-1(os);0
mówić-2;1702;mówić-2(cpor);1
mówić-2;1702;mówić-2(cpor);1
dzień-3;6098;dzień-1(czas);0
pan-7;4098;pan-1(os) hierarcha-2(os) panujący-1(os) władca-1(os);0
dać-1;9023;dać-4(cpos);0
przyjąć-8;2752;przyjąć-7(sp);0
znaleźć-6;66044;znaleźć-2(cpos) odszukać-1(cpos) odnaleźć-1(zmn);0
mówić-2;18106;mowa-2(umy);0
położyć-3;2114;położyć-1(ruch);0
prowadzić-1;2631;wieść-6(ruch) prowadzić-10(ruch);0
powiedzieć-2;2527;rzec-1(cpor) powiedzieć-1(cpor);0
oko-1;6730;oko-1(czc);1
mówić-2;1702;mówić-2(cpor);1
powiedzieć-2;2527;rzec-1(cpor) powiedzieć-1(cpor);0
oko-1;6730;oko-1(czc);1
zachód-1;52370;zachód-4(czas);0
zawód-2;16248;fach-1(zwz) zawód-2(zwz) profesja-1(zwz);1
forma-1;2607;forma-10(ksz) kształt-1(ksz);0
powiedzieć-2;2527;rzec-1(cpor) powiedzieć-1(cpor);0
dzień-3;6098;dzień-1(czas);0
zawód-2;16248;fach-1(zwz) zawód-2(zwz) profesja-1(zwz);1
położyć-93;56109;położyć-3(zmn);0
oko-4;6730;oko-1(czc);0
widzieć-1;57140;postrzegać-1(cumy) widzieć-6(cumy);0
pan-7;6709;pan-2(os) mężczyzna-1(os);0
dać-1;9023;dać-4(cpos);0
prowadzić-1;2631;wieść-6(ruch) prowadzić-10(ruch);0
sztuka-2;19514;sztuka-1(cech);0
ręka-2;51882;ręka-5(zdarz);0
posiadać-5;8913;być_w_posiadaniu-1(cpos) posiadać-2(cpos) mieć-3(cpos);0
dać-1;9023;dać-4(cpos);0
dać-1;9023;dać-4(cpos);0
prowadzić-1;83791;kierowanie-2(czy) prowadzenie-7(czy);0
osoba-1;6047;jednostka-2(os) osoba-1(os) istota_ludzka-1(os) człowiek-1(os);1
dzień-2;6098;dzień-1(czas);0
wydać-10;56068;opublikować-1(cwyt) wydać-1(cwyt);0
